"Reference","Value","Description","Datasheet","MPN","Footprint","LCSC","Qty","DNP"
"A1,B1,X1,Y1","SW_Push","1 million press, 2.5mm height tactile button","https://www3.panasonic.biz/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_6s_th.pdf","EVQ-Q2F02W","ADU:EVQ-Q2F02W","C388887","4",""
